,station_train_code,train_no,train_type,train_code,from_station,from_station_name,to_station,to_station_name,from_station_telecode,to_station_telecode
3576,G725(大连北-哈尔滨西),1g0000G72504,G,G725,大连北,大连北,哈尔滨西,哈尔滨西,DFT,VAB
3577,G726(哈尔滨西-大连北),0h0000G72602,G,G726,哈尔滨西,哈尔滨西,大连北,大连北,VAB,DFT
3578,G727(大连北-哈尔滨西),1g0000G72704,G,G727,大连北,大连北,哈尔滨西,哈尔滨西,DFT,VAB
3579,G728(哈尔滨西-大连北),0h0000G72801,G,G728,哈尔滨西,哈尔滨西,大连北,大连北,VAB,DFT
3580,G729(大连北-哈尔滨西),1g0000G72903,G,G729,大连北,大连北,哈尔滨西,哈尔滨西,DFT,VAB
3581,G730(哈尔滨西-大连北),0h0000G73003,G,G730,哈尔滨西,哈尔滨西,大连北,大连北,VAB,DFT
3582,G731(大连北-哈尔滨西),1g0000G73102,G,G731,大连北,大连北,哈尔滨西,哈尔滨西,DFT,VAB
3583,G732(哈尔滨西-大连北),0h0000G73200,G,G732,哈尔滨西,哈尔滨西,大连北,大连北,VAB,DFT
3584,G763(盘锦-哈尔滨西),150000G76305,G,G763,盘锦,盘锦,哈尔滨西,哈尔滨西,PVD,VAB
3585,G764(哈尔滨西-盘锦),0h0000G76400,G,G764,哈尔滨西,哈尔滨西,盘锦,盘锦,VAB,PVD
3586,G781(丹东-哈尔滨西),120000G78404,G,G781,丹东,丹东,哈尔滨西,哈尔滨西,DUT,VAB
3587,G782(哈尔滨西-丹东),0h0000G78204,G,G782,哈尔滨西,哈尔滨西,丹东,丹东,VAB,DUT
3588,G783(哈尔滨西-丹东),0h0000G78204,G,G783,哈尔滨西,哈尔滨西,丹东,丹东,VAB,DUT
3589,G784(丹东-哈尔滨西),120000G78404,G,G784,丹东,丹东,哈尔滨西,哈尔滨西,DUT,VAB
3590,G785(丹东-哈尔滨西),120000G78802,G,G785,丹东,丹东,哈尔滨西,哈尔滨西,DUT,VAB
3591,G786(哈尔滨西-丹东),0h0000G78601,G,G786,哈尔滨西,哈尔滨西,丹东,丹东,VAB,DUT
3592,G787(哈尔滨西-丹东),0h0000G78601,G,G787,哈尔滨西,哈尔滨西,丹东,丹东,VAB,DUT
3593,G788(丹东-哈尔滨西),120000G78802,G,G788,丹东,丹东,哈尔滨西,哈尔滨西,DUT,VAB
3594,G801(北京西-商丘),240000G80110,G,G801,北京西,北京西,商丘,商丘,BXP,SQF
3595,G802(郑州-北京西),380000G80200,G,G802,郑州,郑州,北京西,北京西,ZZF,BXP
3596,G804(北京西-商丘),240000G80110,G,G804,北京西,北京西,商丘,商丘,BXP,SQF
3597,G805(北京西-郑州),240000G80500,G,G805,北京西,北京西,郑州,郑州,BXP,ZZF
3598,G806(郑州-北京西),380000G80600,G,G806,郑州,郑州,北京西,北京西,ZZF,BXP
3599,G807(北京西-郑州),240000G80700,G,G807,北京西,北京西,郑州,郑州,BXP,ZZF
3600,G808(郑州-北京西),380000G80800,G,G808,郑州,郑州,北京西,北京西,ZZF,BXP
3601,G817(西安北-深圳北),4f0000G8200A,G,G817,西安北,西安北,深圳北,深圳北,EAY,IOQ
3602,G818(深圳北-西安北),6i0000G81809,G,G818,深圳北,深圳北,西安北,西安北,IOQ,EAY
3603,G819(深圳北-西安北),6i0000G81809,G,G819,深圳北,深圳北,西安北,西安北,IOQ,EAY
3604,G820(西安北-深圳北),4f0000G8200A,G,G820,西安北,西安北,深圳北,深圳北,EAY,IOQ
3605,G821(西安北-深圳北),4f0000G8240F,G,G821,西安北,西安北,深圳北,深圳北,EAY,IOQ
3606,G822(深圳北-西安北),6i0000G8220F,G,G822,深圳北,深圳北,西安北,西安北,IOQ,EAY
3607,G823(深圳北-西安北),6i0000G8220F,G,G823,深圳北,深圳北,西安北,西安北,IOQ,EAY
3608,G824(西安北-深圳北),4f0000G8240F,G,G824,西安北,西安北,深圳北,深圳北,EAY,IOQ
3609,G825(西安北-深圳北),4f0000G8280L,G,G825,西安北,西安北,深圳北,深圳北,EAY,IOQ
3610,G826(深圳北-西安北),6i0000G82608,G,G826,深圳北,深圳北,西安北,西安北,IOQ,EAY
3611,G827(深圳北-西安北),6i0000G82608,G,G827,深圳北,深圳北,西安北,西安北,IOQ,EAY
3612,G828(西安北-深圳北),4f0000G8280L,G,G828,西安北,西安北,深圳北,深圳北,EAY,IOQ
3613,G831(西安北-广州南),4f0000G8340Q,G,G831,西安北,西安北,广州南,广州南,EAY,IZQ
3614,G832(广州南-西安北),6c0000G8320C,G,G832,广州南,广州南,西安北,西安北,IZQ,EAY
3615,G833(广州南-西安北),6c0000G8320C,G,G833,广州南,广州南,西安北,西安北,IZQ,EAY
3616,G834(西安北-广州南),4f0000G8340Q,G,G834,西安北,西安北,广州南,广州南,EAY,IZQ
3617,G835(西安北-广州南),4f0000G8380C,G,G835,西安北,西安北,广州南,广州南,EAY,IZQ
3618,G836(广州南-西安北),6c0000G8360A,G,G836,广州南,广州南,西安北,西安北,IZQ,EAY
3619,G837(广州南-西安北),6c0000G8360A,G,G837,广州南,广州南,西安北,西安北,IZQ,EAY
3620,G838(西安北-广州南),4f0000G8380C,G,G838,西安北,西安北,广州南,广州南,EAY,IZQ
3621,G839(西安北-广州南),4f0000G8420G,G,G839,西安北,西安北,广州南,广州南,EAY,IZQ
3622,G840(广州南-西安北),6c0000G84008,G,G840,广州南,广州南,西安北,西安北,IZQ,EAY
3623,G841(广州南-西安北),6c0000G84008,G,G841,广州南,广州南,西安北,西安北,IZQ,EAY
3624,G842(西安北-广州南),4f0000G8420G,G,G842,西安北,西安北,广州南,广州南,EAY,IZQ
3625,G844(广州南-西安北),6c0000G8440T,G,G844,广州南,广州南,西安北,西安北,IZQ,EAY
3626,G845(广州南-西安北),6c0000G8440T,G,G845,广州南,广州南,西安北,西安北,IZQ,EAY
3627,G847(洛阳龙门-广州南),3b0000G85004,G,G847,洛阳龙门,洛阳龙门,广州南,广州南,LLF,IZQ
3628,G850(洛阳龙门-广州南),3b0000G85004,G,G850,洛阳龙门,洛阳龙门,广州南,广州南,LLF,IZQ
3629,G851(西安北-武汉),4f0000G85410,G,G851,西安北,西安北,武汉,武汉,EAY,WHN
3630,G852(武汉-西安北),4e0000G85200,G,G852,武汉,武汉,西安北,西安北,WHN,EAY
3631,G853(武汉-西安北),4e0000G85200,G,G853,武汉,武汉,西安北,西安北,WHN,EAY
3632,G854(西安北-武汉),4f0000G85410,G,G854,西安北,西安北,武汉,武汉,EAY,WHN
3633,G855(西安北-武汉),4f0000G8580K,G,G855,西安北,西安北,武汉,武汉,EAY,WHN
3634,G856(武汉-西安北),4e0000G85607,G,G856,武汉,武汉,西安北,西安北,WHN,EAY
3635,G857(武汉-西安北),4e0000G85607,G,G857,武汉,武汉,西安北,西安北,WHN,EAY
3636,G858(西安北-武汉),4f0000G8580K,G,G858,西安北,西安北,武汉,武汉,EAY,WHN
3637,G881(吉林-哈尔滨西),180000G88403,G,G881,吉林,吉林,哈尔滨西,哈尔滨西,JLL,VAB
3638,G882(哈尔滨西-吉林),0h0000G88201,G,G882,哈尔滨西,哈尔滨西,吉林,吉林,VAB,JLL
3639,G883(哈尔滨西-吉林),0h0000G88201,G,G883,哈尔滨西,哈尔滨西,吉林,吉林,VAB,JLL
3640,G884(吉林-哈尔滨西),180000G88403,G,G884,吉林,吉林,哈尔滨西,哈尔滨西,JLL,VAB
3641,G885(吉林-哈尔滨西),180000G88803,G,G885,吉林,吉林,哈尔滨西,哈尔滨西,JLL,VAB
3642,G886(哈尔滨西-吉林),0h0000G88600,G,G886,哈尔滨西,哈尔滨西,吉林,吉林,VAB,JLL
3643,G887(哈尔滨西-吉林),0h0000G88600,G,G887,哈尔滨西,哈尔滨西,吉林,吉林,VAB,JLL
3644,G888(吉林-哈尔滨西),180000G88803,G,G888,吉林,吉林,哈尔滨西,哈尔滨西,JLL,VAB
3645,G891(吉林-哈尔滨西),180000G89401,G,G891,吉林,吉林,哈尔滨西,哈尔滨西,JLL,VAB
3646,G892(哈尔滨西-吉林),0h0000G89201,G,G892,哈尔滨西,哈尔滨西,吉林,吉林,VAB,JLL
3647,G893(哈尔滨西-吉林),0h0000G89201,G,G893,哈尔滨西,哈尔滨西,吉林,吉林,VAB,JLL
3648,G894(吉林-哈尔滨西),180000G89401,G,G894,吉林,吉林,哈尔滨西,哈尔滨西,JLL,VAB
3649,G895(吉林-哈尔滨西),180000G89803,G,G895,吉林,吉林,哈尔滨西,哈尔滨西,JLL,VAB
3650,G896(哈尔滨西-吉林),0h0000G89600,G,G896,哈尔滨西,哈尔滨西,吉林,吉林,VAB,JLL
3651,G897(哈尔滨西-吉林),0h0000G89600,G,G897,哈尔滨西,哈尔滨西,吉林,吉林,VAB,JLL
3652,G898(吉林-哈尔滨西),180000G89803,G,G898,吉林,吉林,哈尔滨西,哈尔滨西,JLL,VAB
3653,G1001(武汉-深圳北),4e000G10010A,G,G1001,武汉,武汉,深圳北,深圳北,WHN,IOQ
3654,G1002(深圳北-武汉),6i000G10020A,G,G1002,深圳北,深圳北,武汉,武汉,IOQ,WHN
3655,G1003(武汉-深圳北),4e000G10030D,G,G1003,武汉,武汉,深圳北,深圳北,WHN,IOQ
3656,G1004(深圳北-武汉),6i000G10040A,G,G1004,深圳北,深圳北,武汉,武汉,IOQ,WHN
3657,G1005(武汉-深圳北),4e000G10050C,G,G1005,武汉,武汉,深圳北,深圳北,WHN,IOQ
3658,G1006(深圳北-武汉),6i000G10060B,G,G1006,深圳北,深圳北,武汉,武汉,IOQ,WHN
3659,G1007(武汉-深圳北),4e000G100706,G,G1007,武汉,武汉,深圳北,深圳北,WHN,IOQ
3660,G1008(深圳北-武汉),6i000G10080D,G,G1008,深圳北,深圳北,武汉,武汉,IOQ,WHN
3661,G1009(武汉-深圳北),4e000G10090C,G,G1009,武汉,武汉,深圳北,深圳北,WHN,IOQ
3662,G1010(深圳北-武汉),6i000G10100B,G,G1010,深圳北,深圳北,武汉,武汉,IOQ,WHN
3663,G1011(武汉-深圳北),4e000G101109,G,G1011,武汉,武汉,深圳北,深圳北,WHN,IOQ
3664,G1012(深圳北-武汉),6i000G101207,G,G1012,深圳北,深圳北,武汉,武汉,IOQ,WHN
3665,G1013(武汉-深圳北),4e000G101307,G,G1013,武汉,武汉,深圳北,深圳北,WHN,IOQ
3666,G1014(深圳北-武汉),6i000G101407,G,G1014,深圳北,深圳北,武汉,武汉,IOQ,WHN
3667,G1015(武汉-深圳北),4e000G101508,G,G1015,武汉,武汉,深圳北,深圳北,WHN,IOQ
3668,G1016(深圳北-武汉),6i000G101608,G,G1016,深圳北,深圳北,武汉,武汉,IOQ,WHN
3669,G1017(武汉-深圳北),4e000G101707,G,G1017,武汉,武汉,深圳北,深圳北,WHN,IOQ
3670,G1018(深圳北-武汉),6i000G101805,G,G1018,深圳北,深圳北,武汉,武汉,IOQ,WHN
3671,G1019(武汉-深圳北),4e000G101903,G,G1019,武汉,武汉,深圳北,深圳北,WHN,IOQ
3672,G1020(深圳北-武汉),6i000G102005,G,G1020,深圳北,深圳北,武汉,武汉,IOQ,WHN
3673,G1021(武汉-深圳北),4e000G102108,G,G1021,武汉,武汉,深圳北,深圳北,WHN,IOQ
3674,G1022(深圳北-武汉),6i000G102204,G,G1022,深圳北,深圳北,武汉,武汉,IOQ,WHN
3675,G1031(宜昌东-深圳北),42000G103405,G,G1031,宜昌东,宜昌东,深圳北,深圳北,HAN,IOQ
3676,G1032(深圳北-宜昌东),6i000G103206,G,G1032,深圳北,深圳北,宜昌东,宜昌东,IOQ,HAN
3677,G1033(深圳北-宜昌东),6i000G103206,G,G1033,深圳北,深圳北,宜昌东,宜昌东,IOQ,HAN
3678,G1034(宜昌东-深圳北),42000G103405,G,G1034,宜昌东,宜昌东,深圳北,深圳北,HAN,IOQ
3679,G1102(广州南-武汉),6c000G11020M,G,G1102,广州南,广州南,武汉,武汉,IZQ,WHN
3680,G1103(武汉-广州南),4e000G11030K,G,G1103,武汉,武汉,广州南,广州南,WHN,IZQ
3681,G1105(武汉-广州南),4e000G11050D,G,G1105,武汉,武汉,广州南,广州南,WHN,IZQ
3682,G1108(广州南-武汉),6c000G11080L,G,G1108,广州南,广州南,武汉,武汉,IZQ,WHN
3683,G1109(武汉-广州南),4e000G11090B,G,G1109,武汉,武汉,广州南,广州南,WHN,IZQ
3684,G1110(广州南-武汉),6c000G11100B,G,G1110,广州南,广州南,武汉,武汉,IZQ,WHN
3685,G1113(南京南-广州南),5l000G111310,G,G1113,南京南,南京南,广州南,广州南,NKH,IZQ
3686,G1114(广州南-武汉),6c000G11140K,G,G1114,广州南,广州南,武汉,武汉,IZQ,WHN
3687,G1115(武汉-广州南),4e000G11150C,G,G1115,武汉,武汉,广州南,广州南,WHN,IZQ
3688,G1117(武汉-广州南),4e000G11170B,G,G1117,武汉,武汉,广州南,广州南,WHN,IZQ
3689,G1120(广州南-武汉),6c000G11200F,G,G1120,广州南,广州南,武汉,武汉,IZQ,WHN
3690,G1121(武汉-广州南),4e000G11210B,G,G1121,武汉,武汉,广州南,广州南,WHN,IZQ
3691,G1122(广州南-武汉),6c000G11220L,G,G1122,广州南,广州南,武汉,武汉,IZQ,WHN
3692,G1123(武汉-广州南),4e000G112308,G,G1123,武汉,武汉,广州南,广州南,WHN,IZQ
3693,G1125(武汉-广州南),4e000G112506,G,G1125,武汉,武汉,广州南,广州南,WHN,IZQ
3694,G1128(广州南-南京南),6c000G112809,G,G1128,广州南,广州南,南京南,南京南,IZQ,NKH
3695,G1129(武汉-广州南),4e000G112906,G,G1129,武汉,武汉,广州南,广州南,WHN,IZQ
3696,G1130(广州南-武汉),6c000G11300D,G,G1130,广州南,广州南,武汉,武汉,IZQ,WHN
3697,G1132(广州南-武汉),6c000G113205,G,G1132,广州南,广州南,武汉,武汉,IZQ,WHN
3698,G1133(武汉-广州南),4e000G113307,G,G1133,武汉,武汉,广州南,广州南,WHN,IZQ
3699,G1134(广州南-武汉),6c000G113409,G,G1134,广州南,广州南,武汉,武汉,IZQ,WHN
3700,G1135(武汉-广州南),4e000G11350B,G,G1135,武汉,武汉,广州南,广州南,WHN,IZQ
3701,G1136(广州南-武汉),6c000G11360G,G,G1136,广州南,广州南,武汉,武汉,IZQ,WHN
3702,G1138(广州南-武汉),6c000G113807,G,G1138,广州南,广州南,武汉,武汉,IZQ,WHN
3703,G1140(广州南-武汉),6c000G11400F,G,G1140,广州南,广州南,武汉,武汉,IZQ,WHN
3704,G1143(武汉-广州南),4e000G114309,G,G1143,武汉,武汉,广州南,广州南,WHN,IZQ
3705,G1144(广州南-武汉),6c000G114406,G,G1144,广州南,广州南,武汉,武汉,IZQ,WHN
3706,G1145(宜昌东-广州南),42000G114803,G,G1145,宜昌东,宜昌东,广州南,广州南,HAN,IZQ
3707,G1148(宜昌东-广州南),42000G114803,G,G1148,宜昌东,宜昌东,广州南,广州南,HAN,IZQ
3708,G1151(汉口-广州南),39000G115400,G,G1151,汉口,汉口,广州南,广州南,HKN,IZQ
3709,G1152(广州南-汉口),6c000G115205,G,G1152,广州南,广州南,汉口,汉口,IZQ,HKN
3710,G1153(广州南-汉口),6c000G115205,G,G1153,广州南,广州南,汉口,汉口,IZQ,HKN
3711,G1154(汉口-广州南),39000G115400,G,G1154,汉口,汉口,广州南,广州南,HKN,IZQ
3712,G1155(黄冈东-广州南),39000G115800,G,G1155,黄冈东,黄冈东,广州南,广州南,KAN,IZQ
3713,G1156(广州南-黄冈东),6c000G115600,G,G1156,广州南,广州南,黄冈东,黄冈东,IZQ,KAN
3714,G1157(广州南-黄冈东),6c000G115600,G,G1157,广州南,广州南,黄冈东,黄冈东,IZQ,KAN
3715,G1158(黄冈东-广州南),39000G115800,G,G1158,黄冈东,黄冈东,广州南,广州南,KAN,IZQ
3716,G1201(上海虹桥-哈尔滨西),5l000G120422,G,G1201,上海虹桥,上海虹桥,哈尔滨西,哈尔滨西,AOH,VAB
3717,G1202(哈尔滨西-上海虹桥),0h000G120208,G,G1202,哈尔滨西,哈尔滨西,上海虹桥,上海虹桥,VAB,AOH
3718,G1203(哈尔滨西-上海虹桥),0h000G120208,G,G1203,哈尔滨西,哈尔滨西,上海虹桥,上海虹桥,VAB,AOH
3719,G1204(上海虹桥-哈尔滨西),5l000G120422,G,G1204,上海虹桥,上海虹桥,哈尔滨西,哈尔滨西,AOH,VAB
3720,G1205(青岛北-哈尔滨西),49000G120807,G,G1205,青岛北,青岛北,哈尔滨西,哈尔滨西,QHK,VAB
3721,G1206(哈尔滨西-青岛北),0h000G120606,G,G1206,哈尔滨西,哈尔滨西,青岛北,青岛北,VAB,QHK
3722,G1207(哈尔滨西-青岛北),0h000G120606,G,G1207,哈尔滨西,哈尔滨西,青岛北,青岛北,VAB,QHK
3723,G1208(青岛北-哈尔滨西),49000G120807,G,G1208,青岛北,青岛北,哈尔滨西,哈尔滨西,QHK,VAB
3724,G1211(上海虹桥-长春),5l000G121470,G,G1211,上海虹桥,上海虹桥,长春,长春,AOH,CCT
3725,G1212(长春-上海虹桥),11000G121207,G,G1212,长春,长春,上海虹桥,上海虹桥,CCT,AOH
3726,G1213(长春-上海虹桥),11000G121207,G,G1213,长春,长春,上海虹桥,上海虹桥,CCT,AOH
3727,G1214(上海虹桥-长春),5l000G121470,G,G1214,上海虹桥,上海虹桥,长春,长春,AOH,CCT
3728,G1221(宁波-沈阳北),5e000G122450,G,G1221,宁波,宁波,沈阳北,沈阳北,NGH,SBT
3729,G1222(沈阳北-宁波),12000G122207,G,G1222,沈阳北,沈阳北,宁波,宁波,SBT,NGH
3730,G1223(沈阳北-宁波),12000G122207,G,G1223,沈阳北,沈阳北,宁波,宁波,SBT,NGH
3731,G1224(宁波-沈阳北),5e000G122450,G,G1224,宁波,宁波,沈阳北,沈阳北,NGH,SBT
3732,G1225(苍南-沈阳北),5j000G122800,G,G1225,苍南,苍南,沈阳北,沈阳北,CEH,SBT
3733,G1226(沈阳北-苍南),12000G122610,G,G1226,沈阳北,沈阳北,苍南,苍南,SBT,CEH
3734,G1227(沈阳北-苍南),12000G122610,G,G1227,沈阳北,沈阳北,苍南,苍南,SBT,CEH
3735,G1228(苍南-沈阳北),5j000G122800,G,G1228,苍南,苍南,沈阳北,沈阳北,CEH,SBT
3736,G1229(上海虹桥-丹东),5l000G123281,G,G1229,上海虹桥,上海虹桥,丹东,丹东,AOH,DUT
3737,G1230(丹东-上海虹桥),12000G123009,G,G1230,丹东,丹东,上海虹桥,上海虹桥,DUT,AOH
3738,G1231(丹东-上海虹桥),12000G123009,G,G1231,丹东,丹东,上海虹桥,上海虹桥,DUT,AOH
3739,G1232(上海虹桥-丹东),5l000G123281,G,G1232,上海虹桥,上海虹桥,丹东,丹东,AOH,DUT
3740,G1233(上海虹桥-长春),5l000G123640,G,G1233,上海虹桥,上海虹桥,长春,长春,AOH,CCT
3741,G1234(长春-上海虹桥),11000G123407,G,G1234,长春,长春,上海虹桥,上海虹桥,CCT,AOH
3742,G1235(长春-上海虹桥),11000G123407,G,G1235,长春,长春,上海虹桥,上海虹桥,CCT,AOH
3743,G1236(上海虹桥-长春),5l000G123640,G,G1236,上海虹桥,上海虹桥,长春,长春,AOH,CCT
3744,G1241(济南-长春),47000G124406,G,G1241,济南,济南,长春,长春,JNK,CCT
3745,G1242(长春-济南西),11000G124204,G,G1242,长春,长春,济南西,济南西,CCT,JGK
3746,G1243(长春-济南西),11000G124204,G,G1243,长春,长春,济南西,济南西,CCT,JGK
3747,G1244(济南-长春),47000G124406,G,G1244,济南,济南,长春,长春,JNK,CCT
3748,G1245(青岛北-哈尔滨西),49000G124809,G,G1245,青岛北,青岛北,哈尔滨西,哈尔滨西,QHK,VAB
3749,G1246(哈尔滨西-青岛北),0h000G124607,G,G1246,哈尔滨西,哈尔滨西,青岛北,青岛北,VAB,QHK
3750,G1247(哈尔滨西-青岛北),0h000G124607,G,G1247,哈尔滨西,哈尔滨西,青岛北,青岛北,VAB,QHK
3751,G1248(青岛北-哈尔滨西),49000G124809,G,G1248,青岛北,青岛北,哈尔滨西,哈尔滨西,QHK,VAB
3752,G1251(大连-上海虹桥),13000G125107,G,G1251,大连,大连,上海虹桥,上海虹桥,DLT,AOH
3753,G1252(上海虹桥-大连北),5l000G125240,G,G1252,上海虹桥,上海虹桥,大连北,大连北,AOH,DFT
3754,G1253(上海虹桥-大连北),5l000G125240,G,G1253,上海虹桥,上海虹桥,大连北,大连北,AOH,DFT
3755,G1254(大连-上海虹桥),13000G125107,G,G1254,大连,大连,上海虹桥,上海虹桥,DLT,AOH
3756,G1255(上海虹桥-长春),5l000G125880,G,G1255,上海虹桥,上海虹桥,长春,长春,AOH,CCT
3757,G1256(长春-上海虹桥),11000G125608,G,G1256,长春,长春,上海虹桥,上海虹桥,CCT,AOH
3758,G1257(长春-上海虹桥),11000G125608,G,G1257,长春,长春,上海虹桥,上海虹桥,CCT,AOH
3759,G1258(上海虹桥-长春),5l000G125880,G,G1258,上海虹桥,上海虹桥,长春,长春,AOH,CCT
3760,G1261(郑州东-哈尔滨西),38000G126402,G,G1261,郑州东,郑州东,哈尔滨西,哈尔滨西,ZAF,VAB
3761,G1262(哈尔滨西-郑州东),0h000G126201,G,G1262,哈尔滨西,哈尔滨西,郑州东,郑州东,VAB,ZAF
3762,G1263(哈尔滨西-郑州东),0h000G126201,G,G1263,哈尔滨西,哈尔滨西,郑州东,郑州东,VAB,ZAF
3763,G1264(郑州东-哈尔滨西),38000G126402,G,G1264,郑州东,郑州东,哈尔滨西,哈尔滨西,ZAF,VAB
3764,G1265(青岛北-长春),49000G126807,G,G1265,青岛北,青岛北,长春,长春,QHK,CCT
3765,G1266(长春-青岛北),11000G126607,G,G1266,长春,长春,青岛北,青岛北,CCT,QHK
3766,G1267(长春-青岛北),11000G126607,G,G1267,长春,长春,青岛北,青岛北,CCT,QHK
3767,G1268(青岛北-长春),49000G126807,G,G1268,青岛北,青岛北,长春,长春,QHK,CCT
3768,G1271(武汉-沈阳北),4e000G127405,G,G1271,武汉,武汉,沈阳北,沈阳北,WHN,SBT
3769,G1272(沈阳北-武汉),12000G127208,G,G1272,沈阳北,沈阳北,武汉,武汉,SBT,WHN
3770,G1273(沈阳北-武汉),12000G127208,G,G1273,沈阳北,沈阳北,武汉,武汉,SBT,WHN
3771,G1274(武汉-沈阳北),4e000G127405,G,G1274,武汉,武汉,沈阳北,沈阳北,WHN,SBT
3772,G1275(武汉-哈尔滨西),4e000G127805,G,G1275,武汉,武汉,哈尔滨西,哈尔滨西,WHN,VAB
3773,G1276(哈尔滨西-武汉),0h000G127604,G,G1276,哈尔滨西,哈尔滨西,武汉,武汉,VAB,WHN
3774,G1277(哈尔滨西-武汉),0h000G127604,G,G1277,哈尔滨西,哈尔滨西,武汉,武汉,VAB,WHN
3775,G1278(武汉-哈尔滨西),4e000G127805,G,G1278,武汉,武汉,哈尔滨西,哈尔滨西,WHN,VAB
3776,G1281(沈阳北-西安北),12000G128410,G,G1281,沈阳北,沈阳北,西安北,西安北,SBT,EAY
3777,G1282(西安北-沈阳北),4f000G128204,G,G1282,西安北,西安北,沈阳北,沈阳北,EAY,SBT
3778,G1283(西安北-沈阳北),4f000G128204,G,G1283,西安北,西安北,沈阳北,沈阳北,EAY,SBT
3779,G1284(沈阳北-西安北),12000G128410,G,G1284,沈阳北,沈阳北,西安北,西安北,SBT,EAY
3780,G1285(沈阳北-郑州东),12000G128804,G,G1285,沈阳北,沈阳北,郑州东,郑州东,SBT,ZAF
3781,G1286(郑州东-沈阳北),38000G128610,G,G1286,郑州东,郑州东,沈阳北,沈阳北,ZAF,SBT
3782,G1287(郑州东-沈阳北),38000G128610,G,G1287,郑州东,郑州东,沈阳北,沈阳北,ZAF,SBT
3783,G1288(沈阳北-郑州东),12000G128804,G,G1288,沈阳北,沈阳北,郑州东,郑州东,SBT,ZAF
3784,G1289(长春-武汉),11000G129200,G,G1289,长春,长春,武汉,武汉,CCT,WHN
3785,G1290(武汉-长春),4e000G129010,G,G1290,武汉,武汉,长春,长春,WHN,CCT
3786,G1291(武汉-长春),4e000G129010,G,G1291,武汉,武汉,长春,长春,WHN,CCT
3787,G1292(长春-武汉),11000G129200,G,G1292,长春,长春,武汉,武汉,CCT,WHN
3788,G1293(大连北-西安北),1g000G129301,G,G1293,大连北,大连北,西安北,西安北,DFT,EAY
3789,G1294(西安北-大连北),4f000G129401,G,G1294,西安北,西安北,大连北,大连北,EAY,DFT
3790,G1295(西安北-大连北),4f000G129401,G,G1295,西安北,西安北,大连北,大连北,EAY,DFT
3791,G1296(大连北-西安北),1g000G129301,G,G1296,大连北,大连北,西安北,西安北,DFT,EAY
3792,G1297(沈阳-石家庄),12000G130002,G,G1297,沈阳,沈阳,石家庄,石家庄,SYT,SJP
3793,G1298(石家庄-沈阳),26000G129802,G,G1298,石家庄,石家庄,沈阳,沈阳,SJP,SYT
3794,G1299(石家庄-沈阳),26000G129802,G,G1299,石家庄,石家庄,沈阳,沈阳,SJP,SYT
3795,G1300(沈阳-石家庄),12000G130002,G,G1300,沈阳,沈阳,石家庄,石家庄,SYT,SJP
3796,G1301(上海虹桥-广州南),5l000G130142,G,G1301,上海虹桥,上海虹桥,广州南,广州南,AOH,IZQ
3797,G1302(广州南-上海虹桥),6c000G130207,G,G1302,广州南,广州南,上海虹桥,上海虹桥,IZQ,AOH
3798,G1303(上海虹桥-广州南),5l000G130342,G,G1303,上海虹桥,上海虹桥,广州南,广州南,AOH,IZQ
3799,G1304(广州南-上海虹桥),6c000G130404,G,G1304,广州南,广州南,上海虹桥,上海虹桥,IZQ,AOH
3800,G1305(上海虹桥-广州南),5l000G130506,G,G1305,上海虹桥,上海虹桥,广州南,广州南,AOH,IZQ
3801,G1306(广州南-上海虹桥),6c000G130607,G,G1306,广州南,广州南,上海虹桥,上海虹桥,IZQ,AOH
3802,G1311(重庆北-深圳北),77000G131410,G,G1311,重庆北,重庆北,深圳北,深圳北,CUW,IOQ
3803,G1312(深圳北-重庆北),6i000G131205,G,G1312,深圳北,深圳北,重庆北,重庆北,IOQ,CUW
3804,G1313(深圳北-重庆北),6i000G131205,G,G1313,深圳北,深圳北,重庆北,重庆北,IOQ,CUW
3805,G1314(重庆北-深圳北),77000G131410,G,G1314,重庆北,重庆北,深圳北,深圳北,CUW,IOQ
3806,G1315(成都东-广州南),76000G131804,G,G1315,成都东,成都东,广州南,广州南,ICW,IZQ
3807,G1316(广州南-成都东),6c000G131604,G,G1316,广州南,广州南,成都东,成都东,IZQ,ICW
3808,G1317(广州南-成都东),6c000G131604,G,G1317,广州南,广州南,成都东,成都东,IZQ,ICW
3809,G1318(成都东-广州南),76000G131804,G,G1318,成都东,成都东,广州南,广州南,ICW,IZQ
3810,G1321(上海虹桥-贵阳北),5l000G132123,G,G1321,上海虹桥,上海虹桥,贵阳北,贵阳北,AOH,KQW
3811,G1322(贵阳北-上海虹桥),78000G132220,G,G1322,贵阳北,贵阳北,上海虹桥,上海虹桥,KQW,AOH
3812,G1323(上海虹桥-贵阳北),5l000G132340,G,G1323,上海虹桥,上海虹桥,贵阳北,贵阳北,AOH,KQW
3813,G1326(贵阳北-上海虹桥),78000G132605,G,G1326,贵阳北,贵阳北,上海虹桥,上海虹桥,KQW,AOH
3814,G1327(上海虹桥-贵阳北),5l000G132722,G,G1327,上海虹桥,上海虹桥,贵阳北,贵阳北,AOH,KQW
3815,G1328(贵阳北-上海虹桥),78000G132804,G,G1328,贵阳北,贵阳北,上海虹桥,上海虹桥,KQW,AOH
3816,G1329(上海虹桥-贵阳北),5l000G132942,G,G1329,上海虹桥,上海虹桥,贵阳北,贵阳北,AOH,KQW
